 delta_p[0][1]  delta_p[0][2]  delta_p[0][3]  delta_p[0][4]  delta_p[1][0]  delta_p[1][2]  delta_p[2][0]  delta_p[2][1]  delta_p[3][0]  delta_p[3][4]  delta_p[4][0]  delta_p[4][3] 
 0.00463755189235826  -0.00555569471792694  0.0041804925396178305  -0.0050071790195005406  -0.00463755189235826  1.9932500542552134E-5  0.00555569471792694  -1.9932500542552134E-5  -0.0041804925396178305  1.7970593802374424E-5  0.0050071790195005406  -1.7970593802374424E-5 
 0.0047060891815640105  -0.005640623912597675  0.0042315931619327785  -0.005070645325105261  -0.0047060891815640105  2.0236147619812073E-5  0.005640623912597675  -2.0236147619812073E-5  -0.0042315931619327785  1.819766164601333E-5  0.005070645325105261  -1.819766164601333E-5 
 0.004762805498884859  -0.005711123140358154  0.004273426634000543  -0.005122793095694078  -0.004762805498884859  2.0488180133781952E-5  0.005711123140358154  -2.0488180133781952E-5  -0.004273426634000543  1.8384221959877323E-5  0.005122793095694078  -1.8384221959877323E-5 
 0.004797707822529418  -0.005755262676125028  0.004295436111490858  -0.005151012384686737  -0.00479905888008858  2.0645770110405692E-5  0.005754271739203176  -2.0645770110405692E-5  -0.0042967896653181015  1.8484995763401457E-5  0.0051500365046450725  -1.8484995763401457E-5 
 0.004841130369484858  -0.0058048549174856134  0.004327449360943092  -0.005186981299701188  -0.004841871102509998  2.0823095717048545E-5  0.00580430868583548  -2.0823095717048545E-5  -0.0043281903483745054  1.8613501438835556E-5  0.005186444456938943  -1.8613501438835556E-5 
 0.004875136181929918  -0.005842968689169226  0.00435147527917934  -0.005213233934753703  -0.00487545649794896  2.0959362469596954E-5  0.005842731164062087  -2.0959362469596954E-5  -0.004351795247714563  1.8707448063537413E-5  0.005213000948074864  -1.8707448063537413E-5 
 0.004902529095733854  -0.005873007680929021  0.004370130228465996  -0.005232941044226891  -0.004902606878420812  2.106673846924423E-5  0.005872949665345573  -2.106673846924423E-5  -0.004370207819548  1.877795637028612E-5  0.005232884245643277  -1.877795637028612E-5 
 0.004924299794154763  -0.005896191705652143  0.0043842401141773735  -0.0052471187982092715  -0.004924299794154763  2.114958612509099E-5  0.005896191705652143  -2.114958612509099E-5  -0.0043842401141773735  1.8828662589953638E-5  0.0052471187982092715  -1.8828662589953638E-5 
 0.004945476846327068  -0.0059237797711020335  0.0043988352241512985  -0.005266441932320731  -0.004945476846327068  2.1248191668377103E-5  0.0059237797711020335  -2.1248191668377103E-5  -0.0043988352241512985  1.8897987359878243E-5  0.005266441932320731  -1.8897987359878243E-5 
 0.00496683659966024  -0.005951543006712967  0.004414388125297819  -0.005286879499948327  -0.00496683659966024  2.134741832193754E-5  0.005951543006712967  -2.134741832193754E-5  -0.004414388125297819  1.8971092288211366E-5  0.005286879499948327  -1.8971092288211366E-5 
 0.004986676112181954  -0.005977450525239902  0.004429073688470453  -0.005306254140577948  -0.004986676112181954  2.1440010339546234E-5  0.005977450525239902  -2.1440010339546234E-5  -0.004429073688470453  1.904039402234048E-5  0.005306254140577948  -1.904039402234048E-5 
 0.005005127893650041  -0.006001667165591584  0.004442964808944794  -0.005324658304687091  -0.005005127893650041  2.1526557365092458E-5  0.006001667165591584  -2.1526557365092458E-5  -0.004442964808944794  1.910622339096335E-5  0.005324658304687091  -1.910622339096335E-5 
 0.005020950327441653  -0.0060206081058282734  0.004454685720745033  -0.005338776372369125  -0.005020950327441653  2.159444052551862E-5  0.0060206081058282734  -2.159444052551862E-5  -0.004454685720745033  1.9158768608917853E-5  0.005338776372369125  -1.9158768608917853E-5 
 0.00503453049067204  -0.006036803612097685  0.004464721890087731  -0.0053506397724163435  -0.00503453049067204  2.165230986506117E-5  0.006036803612097685  -2.165230986506117E-5  -0.004464721890087731  1.9201194177753678E-5  0.0053506397724163435  -1.9201194177753678E-5 
 0.0050468490287585155  -0.006051457253736459  0.004473987043851935  -0.0053615595384570724  -0.0050468490287585155  2.1704668331068433E-5  0.006051457253736459  -2.1704668331068433E-5  -0.004473987043851935  1.924024394384105E-5  0.0053615595384570724  -1.924024394384105E-5 
 0.005058096986974903  -0.0060648015896695995  0.004482629419740647  -0.005371715898405682  -0.005058096986974903  2.1752347233672253E-5  0.0060648015896695995  -2.1752347233672253E-5  -0.004482629419740647  1.9276562625236693E-5  0.005371715898405682  -1.9276562625236693E-5 
 0.005072979645770914  -0.00608943311103971  0.0044954143931903445  -0.005392874919067481  -0.005072979645770914  2.1840168763276324E-5  0.00608943311103971  -2.1840168763276324E-5  -0.0044954143931903445  1.934769989020424E-5  0.005392874919067481  -1.934769989020424E-5 
 0.005090881927014124  -0.006117751842964481  0.004511564651750177  -0.005418233675783313  -0.005090881927014124  2.1941392329694054E-5  0.006117751842964481  -2.1941392329694054E-5  -0.004511564651750177  1.9438430527429773E-5  0.005418233675783313  -1.9438430527429773E-5 
 0.005109110867877575  -0.006146508304080811  0.004528257807990599  -0.0054442894411579346  -0.005109110867877575  2.2044177185875924E-5  0.006146508304080811  -2.2044177185875924E-5  -0.004528257807990599  1.9531652270643463E-5  0.0054442894411579346  -1.9531652270643463E-5 
 0.005127267113330447  -0.006175224689247472  0.004545078212089493  -0.005470555621116091  -0.005128176394823214  2.214680871048813E-5  0.006174174177942859  -2.214680871048813E-5  -0.004545978419116636  1.9625430553560363E-5  0.005469531370749792  -1.9625430553560363E-5 
 0.005147592331542938  -0.006209355627529334  0.004564439463493386  -0.005502259898108264  -0.005148139781223193  2.2268832012173334E-5  0.006208728747743919  -2.2268832012173334E-5  -0.004564981619040509  1.974150428907251E-5  0.005501648003260584  -1.974150428907251E-5 
 0.005169474982054112  -0.006245460512705137  0.004585411608658774  -0.005536097981362786  -0.005169734297002293  2.2397879121172082E-5  0.006245165888763893  -2.2397879121172082E-5  -0.004585668491969841  1.9862546238869072E-5  0.005535810105854466  -1.9862546238869072E-5 
 0.0051918264355030885  -0.0062822322180764445  0.004606969544425965  -0.005570741239523613  -0.005191895271202895  2.2529303659979405E-5  0.006282154552511798  -2.2529303659979405E-5  -0.0046070377538427465  1.998646285983341E-5  0.005570665281695142  -1.998646285983341E-5 
 0.005214554412347638  -0.006319562964900882  0.004629016849804657  -0.0056060772518975455  -0.005214554412347638  2.2662720315480556E-5  0.006319562964900882  -2.2662720315480556E-5  -0.004629016849804657  2.0112851899511952E-5  0.0056060772518975455  -2.0112851899511952E-5 
 0.005234102612000413  -0.006347478998613099  0.004647837511484454  -0.0056325828660419575  -0.005234102612000413  2.2762463444792047E-5  0.006347478998613099  -2.2762463444792047E-5  -0.004647837511484454  2.0207425691864955E-5  0.0056325828660419575  -2.0207425691864955E-5 
 0.005250936293819564  -0.00637212870060111  0.004664106410217528  -0.00565601980835595  -0.005250936293819564  2.285053834327755E-5  0.00637212870060111  -2.285053834327755E-5  -0.004664106410217528  2.029123866975624E-5  0.00565601980835595  -2.029123866975624E-5 
 0.0052672527220600784  -0.006396174299819535  0.004680047631509865  -0.005679084677780111  -0.0052672527220600784  2.2936453166977344E-5  0.006396174299819535  -2.2936453166977344E-5  -0.004680047631509865  2.0373719323174555E-5  0.005679084677780111  -2.0373719323174555E-5 
 0.005269971022805464  -0.006403720312881944  0.004682549103350198  -0.005685862570757649  -0.005280947315625895  2.2963192133573784E-5  0.006392380707602285  -2.2963192133573784E-5  -0.004693428346215001  2.0397489635115562E-5  0.00567475249087579  -2.0397489635115562E-5 
 0.00526996006022884  -0.006399947201519041  0.004682208849686731  -0.005682069410397617  -0.00528909156686197  2.2949525469329046E-5  0.00638013500612189  -2.2949525469329046E-5  -0.00470116445957558  2.0384056838906872E-5  0.005662668415894245  -2.0384056838906872E-5 
 0.005262697733964927  -0.006387371622455618  0.004674846009066869  -0.005669770531085305  -0.005291996924636777  2.2904354768371604E-5  0.006356957574226385  -2.2904354768371604E-5  -0.00470386525722688  2.033986808669397E-5  0.005640003618864853  -2.033986808669397E-5 
 0.005251123946500513  -0.006369575509953762  0.004663425784656283  -0.0056525650343246525  -0.005292461000568238  2.284048752088097E-5  0.006326560629140943  -2.284048752088097E-5  -0.0047043525329542035  2.027809370019895E-5  0.0056104883110492665  -2.027809370019895E-5 
 0.00519367038836549  -0.006296176173563595  0.004606330314913976  -0.0055800466051181274  -0.00524922715705145  2.2577252135391745E-5  0.006241139150155561  -2.2577252135391745E-5  -0.004661314376477321  2.0017882448541968E-5  0.005526239867052141  -2.0017882448541968E-5 
 0.005157956869418001  -0.00624530871299811  0.004570956371111379  -0.005530464845747929  -0.005227396763586967  2.2394920176083133E-5  0.006176155365530178  -2.2394920176083133E-5  -0.004639635964593936  1.98402630644523E-5  0.005462927915928617  -1.98402630644523E-5 
 0.005115532457786287  -0.006186444232735511  0.004529184488447413  -0.005473269384097534  -0.005199476021477523  2.2183942757436625E-5  0.006102372708959081  -2.2183942757436625E-5  -0.004612150270475013  1.963515411773642E-5  0.005391255027092257  -1.963515411773642E-5 
 0.005067299840092687  -0.006120702974307335  0.004481840093376377  -0.005409484841365497  -0.005166081445331372  2.1948323247755752E-5  0.006021162414661774  -2.1948323247755752E-5  -0.004579395560426747  1.9406419085044035E-5  0.005312497308182174  -1.9406419085044035E-5 
 0.009219422377078956  -0.011122521877144464  0.008636789023171332  -0.01041178276953758  -0.009132430319947815  3.988467311799582E-5  0.010987719848102984  -3.988467311799582E-5  -0.0085509498189964  3.73522570384921E-5  0.010280609943166041  -3.73522570384921E-5 
 0.009889017237817654  -0.011898553732102357  0.009313006781624722  -0.011197019417011234  -0.009801423393721365  4.266387456652865E-5  0.011759819306266905  -4.266387456652865E-5  -0.009226766824298238  4.016569285170135E-5  0.011062447968598121  -4.016569285170135E-5 
 0.010583110678108909  -0.012700549902529445  0.010002461116670247  -0.011994550390724612  -0.010496819757587872  4.5536038765447984E-5  0.012560170715527619  -4.5536038765447984E-5  -0.009917725984678327  4.302340558126616E-5  0.011858932980132408  -4.302340558126616E-5 
 0.011332625922463535  -0.013565029686393615  0.010742781460038486  -0.012849012432951668  -0.01124998160043944  4.86310339233853E-5  0.013425724939491346  -4.86310339233853E-5  -0.010661912457365474  4.6084347658847946E-5  0.012715139411383802  -4.6084347658847946E-5 
 -5.128633607256461E-4  5.941869605337047E-4  -0.001129858067528744  0.0013094651264822232  4.1090892848316685E-4  -2.1760918045288236E-6  -4.9342740368985E-4  2.1760918045288236E-6  0.0010305908375869421  -4.791923146285626E-6  -0.0012133085167675972  4.791923146285626E-6 
 -6.832284986444392E-4  7.934897259573859E-4  -0.0013435597930424592  0.0015609282068282937  5.975904373372032E-4  -2.8990814264773235E-6  -7.037893408572415E-4  2.8990814264773235E-6  0.001260742532380732  -5.698256572372884E-6  -0.0014762173090900887  5.698256572372884E-6 
 -5.952081277413868E-4  6.930391948003489E-4  -0.0012760471393278294  0.0014863092632708685  5.283355444447579E-4  -2.526149277315426E-6  -6.150081732485546E-4  2.526149277315426E-6  0.0012121518191747782  -5.413031374246202E-6  -0.0014135835915283224  5.413031374246202E-6 
 -4.691719482394774E-4  5.476905518477793E-4  -0.0011763984661996574  0.0013737692435284998  4.2248097806663054E-4  -1.9917304960870297E-6  -4.820774852092313E-4  1.9917304960870297E-6  0.0011328404629153965  -4.991465559101016E-6  -0.0013138132460852603  4.991465559101016E-6 
 0.010927061144410999  -0.012924801904397043  0.010197500538779991  -0.012050945859456874  -0.01094117665647687  4.629541646394841E-5  0.012816319181997216  -4.629541646394841E-5  -0.010209767896299127  4.318868906239004E-5  0.011954976670921269  -4.318868906239004E-5 
 0.011457001604195938  -0.013518089115425624  0.010715555983352942  -0.012631614206839004  -0.011457641273878494  4.8411553702720767E-5  0.01343907298027247  -4.8411553702720767E-5  -0.010714179955826353  4.526171593965955E-5  0.012566197133338619  -4.526171593965955E-5 
 0.011917148180447867  -0.014026099708225104  0.011146669608407933  -0.01310684375093274  -0.01190277639921078  5.022444939939419E-5  0.013981151758422072  -5.022444939939419E-5  -0.01113011953397347  4.6959550246583603E-5  0.013076796539820634  -4.6959550246583603E-5 
 0.012351263659510892  -0.014500730232963832  0.011554868458915735  -0.013552565195695365  -0.012320080487697282  5.191868973497549E-5  0.014494793526598215  -5.191868973497549E-5  -0.011521336106326885  4.855243015811084E-5  0.013562872625328737  -4.855243015811084E-5 
 0.00757773648111737  -0.008874158064198667  0.006755209872594037  -0.007903053755939027  -0.007518546961797767  3.177060273173993E-5  0.00889060358945315  -3.177060273173993E-5  -0.006693018847315102  2.831105375378229E-5  0.007927089486045702  -2.831105375378229E-5 
 0.007722721482583239  -0.009032826471464972  0.006883089853701563  -0.008042593063180448  -0.00765126585669762  3.233531701596348E-5  0.009059400458585998  -3.233531701596348E-5  -0.0068084755540667175  2.8806950183479785E-5  0.008077145783786932  -2.8806950183479785E-5 
 0.007805962577453585  -0.00911867219368645  0.006948692021822467  -0.008108852372899378  -0.007721726576289001  3.2640743174994213E-5  0.009156186558591628  -3.2640743174994213E-5  -0.006861154780011702  2.9043037287124207E-5  0.008154729771263192  -2.9043037287124207E-5 
 0.0078654321071987  -0.00917640748567905  0.0069925019358692  -0.008149414968130486  -0.007767799246870766  3.284609007891959E-5  0.009225574791809521  -3.284609007891959E-5  -0.0068914222405283  2.9187516190631868E-5  0.008207328178855278  -2.9187516190631868E-5 
 0.0037099680147534286  -0.004322741792481821  0.0028207548314753694  -0.0032831543601474777  -0.0034035174295468096  1.5472301694074986E-5  0.004426399671611847  -1.5472301694074986E-5  -0.0025044341083315658  1.1758958166296907E-5  0.003402187829038894  -1.1758958166296907E-5 
 0.003555379559912808  -0.004139002836947014  0.0026635753986283817  -0.0030974578753983906  -0.003208657689022232  1.481398326674821E-5  0.004261678230175647  -1.481398326674821E-5  -0.002306110972668307  1.1093408076590094E-5  0.0032365912374672234  -1.1093408076590094E-5 
 0.0033087533127442725  -0.00384840386843166  0.002409148688741425  -0.0027990137389934944  -0.0029195635420045107  1.3773979095077493E-5  0.00399221833046326  -1.3773979095077493E-5  -0.0020084343114774583  1.0024654997664584E-5  0.002960390395614354  -1.0024654997664584E-5 
 0.0030344393233860956  -0.003526101417470784  0.0021294146560819627  -0.002471706994427336  -0.002599818488096872  1.2620687062536717E-5  0.0036930069764089524  -1.2620687062536717E-5  -0.0016824478480117477  8.852609568066327E-6  0.0026572967193203567  -8.852609568066327E-6 
 0.007157522325879739  -0.008309477986525593  0.0062521237895794  -0.0072502814775248225  -0.006900135147617448  2.9742451463476982E-5  0.008458832457161947  -2.9742451463476982E-5  -0.005987696593976466  2.5968434599121792E-5  0.007415056653542251  -2.5968434599121792E-5 
 0.006883418344031611  -0.007992767650460308  0.005961730744147076  -0.006914775240929316  -0.00661881549496357  2.8613687810263855E-5  0.008146978153448003  -2.8613687810263855E-5  -0.005689788265286211  2.477124635902328E-5  0.0070853082535791145  -2.477124635902328E-5 
 0.006640735850577784  -0.007712356818224464  0.005723358408260992  -0.006639461115597101  -0.006368605892415502  2.7613868695652855E-5  0.007871486329079858  -2.7613868695652855E-5  -0.005443403290129822  2.378837081096208E-5  0.006815780421320028  -2.378837081096208E-5 
 0.006394349872540062  -0.0074275702752828465  0.005486196068289928  -0.006365491205130525  -0.006115013924890889  2.6598139523770215E-5  0.007591483412767275  -2.6598139523770215E-5  -0.005198504000688331  2.280999396475636E-5  0.006547451630353862  -2.280999396475636E-5 
 0.007064099257394929  -0.008207161017779185  0.006167729078939033  -0.007157661510063917  -0.006868365972490409  2.9393937207800036E-5  0.008335660156603808  -2.9393937207800036E-5  -0.0059658903901294025  2.5651998114994967E-5  0.007300599145139586  -2.5651998114994967E-5 
 0.0069198592248689295  -0.008040691690499813  0.006032534430801206  -0.0070017218828866135  -0.006722814619010364  2.880071116351246E-5  0.00817034408240147  -2.880071116351246E-5  -0.005829133155799582  2.5095567167454647E-5  0.007146167685149862  -2.5095567167454647E-5 
 0.006826276905325557  -0.007933161947850209  0.005945847495652856  -0.006902136836316686  -0.006627711948148374  2.841745237702753E-5  0.008063726490107115  -2.841745237702753E-5  -0.0057406677607048096  2.4740163965475404E-5  0.0070478760779906224  -2.4740163965475404E-5 
 0.006744572039902863  -0.007839419752762922  0.00586848012589769  -0.006813349198978358  -0.0065444759510846495  2.808329228543016E-5  0.00797081236876096  -2.808329228543016E-5  -0.0056615182217854  2.442325687468383E-5  0.00696031545281528  -2.442325687468383E-5 
 0.016909788522482927  -0.019657762273880053  0.01604305251511562  -0.018628866729599736  -0.016648097020752317  7.042424424952287E-5  0.02004154799399771  -7.042424424952287E-5  -0.015772128671770247  6.678091234846306E-5  0.01905905425161336  -6.678091234846306E-5 
 0.01628916812259007  -0.018955053077799988  0.015415934151903343  -0.01791835582417889  -0.0160581960559405  6.791579502873901E-5  0.019284233951744056  -6.791579502873901E-5  -0.015176157612202701  6.424268084970208E-5  0.01829206127270311  -6.424268084970208E-5 
 0.015801674598634463  -0.018406555066086128  0.014931897833236008  -0.017373395378896817  -0.015598476946571793  6.595335164050198E-5  0.018683684859276184  -6.595335164050198E-5  -0.014720169501785563  6.229134737623099E-5  0.017693257113236882  -6.229134737623099E-5 
 0.015339557931646652  -0.017886601732467255  0.01447304323475862  -0.01685672018955131  -0.015162236238815296  6.409227482251367E-5  0.018115159726878716  -6.409227482251367E-5  -0.014287463111486431  6.044057806775527E-5  0.017126258839738284  -6.044057806775527E-5 
 -0.0014715298887502115  0.0017445001405249627  -0.002336174653493117  0.002770983297821772  0.0017493196634070785  -6.246134727661001E-6  -0.0016880678635082802  6.246134727661001E-6  0.0026284248669270482  -9.909924941098325E-6  -0.002702473535848071  9.909924941098325E-6 
 -5.518898910921166E-4  6.53645088352306E-4  -0.0014053781038541047  0.0016653800228283444  7.802455376193507E-4  -2.3429286741816213E-6  -6.127722340316666E-4  2.3429286741816213E-6  0.0016470780365551718  -5.962472783949124E-6  -0.0016135486438741964  5.962472783949124E-6 
 1.0909735491537731E-4  -1.276141150157173E-4  -7.454724678126468E-4  8.824689262922902E-4  7.353395907117033E-5  4.5721508001861366E-7  1.5579765152295977E-4  -4.5721508001861366E-7  9.401887363083006E-4  -3.1626954353214387E-6  -8.443812017588925E-4  3.1626954353214387E-6 
 7.059142273035945E-4  -8.26572515318702E-4  -1.243498734595505E-4  1.4704826212152966E-4  -5.635185049790437E-4  2.9616175893920627E-6  8.440663252677894E-4  -2.9616175893920627E-6  2.780274940619165E-4  -5.275081349509492E-7  -1.2065734300392705E-4  5.275081349509492E-7 
 -0.002773770828206068  0.0032747932635253107  -0.003608279714882201  0.004262422936676558  0.0028423673357309553  -1.1774266450714777E-5  -0.0032856731067383294  1.1774266450714777E-5  0.003683336200197118  -1.5305947925980945E-5  -0.004283438812336726  1.5305947925980945E-5 
 -0.0012352925966219175  0.0014556475231373156  -0.002087052802679068  0.0024607102817100213  0.0012741411751626686  -5.2437006985428525E-6  -0.001451029084840627  5.2437006985428525E-6  0.002131219169498877  -8.853801688246676E-6  -0.0024645623702355124  8.853801688246676E-6 
 1.746605427790371E-4  -2.055040172379563E-4  -6.930341892257275E-4  8.155720186664439E-4  -1.5766919436543958E-4  7.363085181566476E-7  2.203507811842087E-4  -7.363085181566476E-7  7.143450034021726E-4  -2.940003668072677E-6  -8.076843620017371E-4  2.940003668072677E-6 
 0.0014289155848352664  -0.001684418250995634  5.820514704737434E-4  -6.853151437127281E-4  -0.001427134683776643  6.035444457097583E-6  0.001705063299358045  -6.035444457097583E-6  -5.767680323884861E-4  2.457052417526029E-6  7.004352558936944E-4  -2.457052417526029E-6 
 0.006141472932220893  -0.00725331373941529  0.005293051307859287  -0.006243875551717792  -0.006149041057359028  2.5989090790545788E-5  0.007227510915697621  -2.5989090790545788E-5  -0.005297958833196503  2.2386238484273235E-5  0.0062229180132789  -2.2386238484273235E-5 
 0.006220186994529087  -0.007358913289902347  0.005369068073477479  -0.006344432042766357  -0.006231908048182078  2.6367286785955457E-5  0.0073344037175751  -2.6367286785955457E-5  -0.005378808759402887  2.274668128166013E-5  0.006323540809319184  -2.274668128166013E-5 
 0.00629544697707729  -0.007460922660051494  0.005444714811446261  -0.0064450198041043905  -0.006308115472954512  2.6732462281131575E-5  0.007439755682636218  -2.6732462281131575E-5  -0.0054559772830344855  2.310704323349455E-5  0.006426420929031451  -2.310704323349455E-5 
 0.0063598999566742975  -0.007550481792854669  0.005510177688876183  -0.006533902383011991  -0.006371154167545967  2.7053014701294842E-5  0.007533995582885922  -2.7053014701294842E-5  -0.005520501656647525  2.3425415534461536E-5  0.006519113130337928  -2.3425415534461536E-5 
 84.11950713386418  84.46472876167056  84.11856855889648  84.46545332209116  -84.11952061328957  0.3584404979279583  -84.46473674558845  -0.3584404979279583  -84.11858115019729  0.3582348994279414  -84.46546059263247  -0.3582348994279414 
 84.1851064977308  84.53932969741251  84.1849816584826  84.53942582120902  -84.18510706442886  0.35590692121974143  -84.53933016609837  -0.35590692121974143  -84.18498218567036  0.35589070792988764  -84.53942624806176  -0.35589070792988764 
 84.25593937782082  84.61006729482077  84.2558303705946  84.61015093309535  -84.25593965203694  0.35622589164020724  -84.61006751696017  -0.35622589164020724  -84.2558306293058  0.35621159443766715  -84.61015113894256  -0.35621159443766715 
 84.32683994419504  84.68096400647212  84.32674139989325  84.68103936503773  -84.3268400188528  0.3565469470319158  -84.68096406608132  -0.3565469470319158  -84.3267414710187  0.3565339338079525  -84.68103942095617  -0.3565339338079525 
 84.39779713652473  84.75202868611012  84.39770666419969  84.75209764444239  -84.39779713652473  0.3568686329625592  -84.75202868611012  -0.3568686329625592  -84.39770666419969  0.3568566580507593  -84.75209764444239  -0.3568566580507593 
 84.433270099565  84.78764767892052  84.43319026139254  84.7877105974015  -84.433270099565  0.35700187576087217  -84.78764767892052  -0.35700187576087217  -84.43319026139254  0.35699153180553367  -84.7877105974015  -0.35699153180553367 
 84.46878113081735  84.82328744995174  84.46870897063677  84.82334439137112  -84.46878113081735  0.3571572735888253  -84.82328744995174  -0.3571572735888253  -84.46870897063677  0.35714822044425887  -84.82334439137112  -0.35714822044425887 
 84.50432685138433  84.85895350740616  84.50426114108544  84.85900543004249  -84.50432685138433  0.3573136677685369  -84.85895350740616  -0.3573136677685369  -84.50426114108544  0.3573056894998672  -84.85900543004249  -0.3573056894998672 
 84.53990551236498  84.89464727591023  84.53984541278335  84.89469483572559  -84.53990551236498  0.35747068164228324  -84.89464727591023  -0.35747068164228324  -84.53984541278335  0.357463640262381  -84.89469483572559  -0.357463640262381 
 84.56902942583383  84.92387964122719  84.56897465935337  84.92392283316362  -84.56902942583383  0.3575936853178945  -84.92387964122719  -0.3575936853178945  -84.56897465935337  0.3575876115532708  -84.92392283316362  -0.3575876115532708 
 84.59817650016066  84.9531300734418  84.59812656301864  84.95316952343967  -84.59817650016066  0.3577210156401236  -84.9531300734418  -0.3577210156401236  -84.59812656301864  0.3577157891356535  -84.95316952343967  -0.3577157891356535 
 84.62734539720692  84.9823993502868  84.62729979134072  84.9824354469405  -84.62734539720692  0.3578487358031879  -84.9823993502868  -0.3578487358031879  -84.62729979134072  0.35784426919536827  -84.9824354469405  -0.35784426919536827 
 0.001295593877550516  -0.0015233599183801516  0.001259621882283568  -0.0014810109706644425  -0.001295593877550516  5.478518819046485E-6  0.0015233599183801516  -5.478518819046485E-6  -0.001259621882283568  5.326354099111086E-6  0.0014810109706644425  -5.326354099111086E-6 
 0.004219504711535649  -0.005042016574513752  0.003906552276177422  -0.004668825443474134  -0.004219504711535649  1.8095420703190257E-5  0.005042016574513752  -1.8095420703190257E-5  -0.003906552276177422  1.6759877482286356E-5  0.004668825443474134  -1.6759877482286356E-5 
 0.004497786979406726  -0.005382025018239034  0.00413899717852928  -0.004952981117853028  -0.004497786979406726  1.9311948626921094E-5  0.005382025018239034  -1.9311948626921094E-5  -0.00413899717852928  1.7777073111346908E-5  0.004952981117853028  -1.7777073111346908E-5 
 0.0046579047129782225  -0.0055779565592040115  0.004264866694370539  -0.0051070419119554344  -0.0046579047129782225  2.001278759777847E-5  0.0055779565592040115  -2.001278759777847E-5  -0.004264866694370539  1.8328442763504427E-5  0.0051070419119554344  -1.8328442763504427E-5 
 0.004773344851251693  -0.005719301785013897  0.004354058367212588  -0.005216253736662679  -0.004773344851251693  2.0517855180202105E-5  0.005719301785013897  -2.0517855180202105E-5  -0.004354058367212588  1.8718905451464707E-5  0.005216253736662679  -1.8718905451464707E-5 
 0.004863529794775445  -0.0058313143664108225  0.004423111745325059  -0.005302228433819778  -0.004863529794775445  2.0917959872690517E-5  0.0058313143664108225  -2.0917959872690517E-5  -0.004423111745325059  1.902618154758784E-5  0.005302228433819778  -1.902618154758784E-5 
 0.004936883354556443  -0.005922814889643746  0.004478841532332467  -0.005371952820013348  -0.004936883354556443  2.1244996389668813E-5  0.005922814889643746  -2.1244996389668813E-5  -0.004478841532332467  1.9275553754027897E-5  0.005371952820013348  -1.9275553754027897E-5 
 0.004997743557847656  -0.005999061124253302  0.004524654186838006  -0.005429562395121934  -0.004997743557847656  2.151748545031751E-5  0.005999061124253302  -2.151748545031751E-5  -0.004524654186838006  1.9481582157254707E-5  0.005429562395121934  -1.9481582157254707E-5 
 0.005049054710475787  -0.006063646531448086  0.004562924560872261  -0.0054779584491626565  -0.0050498135661953825  2.1748279479538724E-5  0.006062753394271425  -2.1748279479538724E-5  -0.004563684070191698  1.9654645896594047E-5  0.0054770784134348105  -1.9654645896594047E-5 
 0.005091611416389696  -0.006114859392390315  0.004593994097589871  -0.005515144715715792  -0.005092369558809651  2.1931261862562224E-5  0.006113965757990059  -2.1931261862562224E-5  -0.004594751764344096  1.978761576992838E-5  0.005514265626999304  -1.978761576992838E-5 
 0.005127056148516829  -0.0061573692080436615  0.004619328637247122  -0.005545319515050551  -0.005127812754153638  2.208313780727167E-5  0.006156476093789109  -2.208313780727167E-5  -0.004620083751703419  1.9895501878863797E-5  0.005544442238843317  -1.9895501878863797E-5 
 0.005157622363842762  -0.006193889833625121  0.00464099014492092  -0.005570984550317348  -0.005158376763343853  2.221360833232211E-5  0.0061929980409836105  -2.221360833232211E-5  -0.004641742131795468  1.9987259676668145E-5  0.005570109760569153  -1.9987259676668145E-5 
 0.005166313885599294  -0.006204035555491316  0.0046418176667373245  -0.005571561783639822  -0.005167533269951008  2.2249550703179466E-5  0.006203484823345207  -2.2249550703179466E-5  -0.004643031771990991  1.9989050926483287E-5  0.005571022228465949  -1.9989050926483287E-5 
 0.005200014617063431  -0.006247994703251436  0.004668657486902816  -0.005606768280685515  -0.005200719923497132  2.240674124109887E-5  0.006247677325788459  -2.240674124109887E-5  -0.004669359121379557  2.0115006677201563E-5  0.005606457525075825  -2.0115006677201563E-5 
 0.005231144663618181  -0.006288841206941953  0.004693738525659796  -0.005639846889934574  -0.005231466590068123  2.2552769642913972E-5  0.0062886968409010535  -2.2552769642913972E-5  -0.004694058532351164  2.0233367663990975E-5  0.005639705602959566  -2.0233367663990975E-5 
 0.005258337805475577  -0.006324937653619855  0.0047155370535989505  -0.005668971787557098  -0.0052584203712946476  2.268178669950771E-5  0.006324900747923579  -2.268178669950771E-5  -0.004715619073110133  2.0337556492222575E-5  0.005668935682805909  -2.0337556492222575E-5 
 0.005281769602337505  -0.006356496114104715  0.00473416430482132  -0.005694277270166026  -0.005281769602337505  2.2794551259863738E-5  0.006356496114104715  -2.2794551259863738E-5  -0.00473416430482132  2.042805401458736E-5  0.005694277270166026  -2.042805401458736E-5 
 0.005301353872084746  -0.006381149827429766  0.004749423088910021  -0.005713499104544439  -0.005301353872084746  2.288261573824002E-5  0.006381149827429766  -2.288261573824002E-5  -0.004749423088910021  2.0496819772120034E-5  0.005713499104544439  -2.0496819772120034E-5 
