Medium
Eta	BHP	Gamma	Zone 1		Zone 2		Zone 3		Zone 4		
0.44	616175.31	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	621405.45	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	626635.30	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	631864.76	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	637093.71	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	642322.15	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	647550.09	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	652777.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	658005.72	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	663233.76	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	668287.66	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	668287.67	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	673520.64	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	678752.69	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	683983.81	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	689214.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	694443.47	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	699672.48	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	704901.01	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	710129.08	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	715356.70	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	720583.93	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	725810.75	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	730862.96	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	736094.29	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	741324.83	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	746554.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	751783.54	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	757011.89	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	762239.84	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	767467.39	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	772694.54	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	777921.33	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	783147.78	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	788373.91	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	793425.51	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	793425.52	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	798657.19	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	803887.90	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	809117.63	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	814346.39	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	819574.42	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	824801.97	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	830029.05	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	835255.65	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	840481.87	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	845707.79	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	850933.42	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.44	855984.58	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
