New Delhi Delhi IND
December to December - daily simulation
28.58
216
Temp	WindVel	WindDir	SDirR	SDiffR	DTemp	DWVel	DWDir	DSDirR	DSDiffR	omega	Domega	Declination
16.9	6.2	334	1132	23	1.1	0.6	-7	-226	53	0.0051	0.0002	-23.35
18	6.8	327	906	76	0	-0.1	-12	-282	74	0.0053	0	-23.35
18	6.7	315	624	150	-0.1	-1.2	-4	-9	-18	0.0053	0.0002	-23.35
17.9	5.5	311	615	132	-0.7	-1.6	-2	-392	32	0.0055	0.0002	-23.35
17.2	3.9	309	223	164	-0.6	-1.7	6	-15	-68	0.0057	0.0004	-23.35
16.6	2.2	315	208	96	-1.3	-0.8	1	-208	-96	0.0061	0.0003	-23.35
15.3	1.4	316	0	0	-1.3	-0.3	2	0	0	0.0064	0	-23.35
14	1.1	318	0	0	-1.6	0.6	-3	0	0	0.0064	-0.0003	-23.35
12.4	1.7	315	0	0	-1.1	0.4	-1	0	0	0.0061	-0.0005	-23.35
11.3	2.1	314	0	0	-1.1	0.4	-2	0	0	0.0056	-0.0003	-23.35
10.2	2.5	312	0	0	-0.4	-0.3	3	0	0	0.0053	0	-23.35
9.8	2.2	315	0	0	-0.4	-0.4	0	0	0	0.0053	0.0003	-23.35
9.4	1.8	315	0	0	0	-0.8	3	0	0	0.0056	0.0003	-23.35
9.4	1	318	0	0	-0.4	-0.4	-3	0	0	0.0059	0.0004	-23.35
9	0.6	315	0	0	-0.4	-0.3	-4	0	0	0.0063	-0.0001	-23.35
8.6	0.3	311	0	0	-0.9	0.4	-10	0	0	0.0062	-0.0005	-23.35
7.7	0.7	301	0	0	-1.3	1	14	0	0	0.0057	-0.0012	-23.35
6.4	1.7	315	0	0	-0.6	-0.1	17	0	0	0.0045	-0.0001	-23.35
5.8	1.6	332	0	0	0.7	0	-36	0	0	0.0044	-0.0001	-23.35
6.5	1.6	296	0	0	1.3	0.6	19	0	0	0.0043	0.0002	-23.35
7.8	2.2	315	0	0	2.7	0.3	-37	39	37	0.0045	0.0002	-23.35
10.5	2.5	278	39	37	2.7	0.4	35	675	20	0.0047	0.0002	-23.35
13.2	2.9	313	714	57	2.8	-0.1	2	122	9	0.0049	0.0003	-23.35
16	2.8	315	836	66	1.8	0	-295	145	-14	0.0052	0	-23.35
17.8	2.8	20	981	52	1.4	-0.7	-19	-81	26	0.0052	-0.0001	-23.35
19.2	2.1	1	900	78	0.4	-0.4	336	-366	97	0.0051	0	-23.35
19.6	1.7	337	534	175	0.3	-0.9	-138	53	-35	0.0051	0	-23.35
19.9	0.8	199	587	140	-0.7	-0.4	-94	-238	10	0.0051	0.0002	-23.35
19.2	0.4	105	349	150	-1.2	-0.4	-105	-332	-90	0.0053	0.0003	-23.35
18	0	0	17	60	-2.3	0.3	25	-17	-60	0.0056	0.0003	-23.35
15.7	0.3	25	0	0	-2.4	0	24	0	0	0.0059	0.0002	-23.35
13.3	0.3	49	0	0	-2.5	0.3	86	0	0	0.0061	-0.0001	-23.35
10.8	0.6	135	0	0	-1.4	-0.3	-1	0	0	0.006	0	-23.35
9.4	0.3	134	0	0	-0.9	0.1	27	0	0	0.006	-0.0001	-23.35
8.5	0.4	161	0	0	0.1	0.2	-26	0	0	0.0059	-0.0001	-23.35
8.6	0.6	135	0	0	0	0.8	60	0	0	0.0058	-0.0003	-23.35
8.6	1.4	195	0	0	0.2	0.7	31	0	0	0.0055	-0.0001	-23.35
8.8	2.1	226	0	0	-0.4	0.7	89	0	0	0.0054	-0.0003	-23.35
8.4	2.8	315	0	0	-0.4	-0.2	6	0	0	0.0051	-0.0001	-23.35
8	2.6	321	0	0	-1	-0.2	33	0	0	0.005	-0.0002	-23.35
7	2.4	354	0	0	-0.8	-1.8	-242	0	0	0.0048	0.0001	-23.35
6.2	0.6	112	0	0	0	-0.2	1	0	0	0.0049	0.0004	-23.35
6.2	0.4	113	0	0	1.3	0.3	6	0	0	0.0053	0.0004	-23.35
7.5	0.7	119	0	0	1.7	0.4	16	0	0	0.0057	0.0003	-23.35
9.2	1.1	135	0	0	3	0.8	11	313	40	0.006	0.0001	-23.35
12.2	1.9	146	313	40	2.6	0.6	10	459	10	0.0061	0	-23.35
14.8	2.5	156	772	50	2.8	0.3	1	-23	32	0.0061	-0.0002	-23.35
17.6	2.8	157	749	82	1.3	-0.4	2	224	-29	0.0059	-0.0001	-23.35
18.9	2.4	159	973	53	1.1	-0.5	-2	-83	27	0.0058	0.0002	-23.35
20	1.9	157	890	80	0	-0.8	0	-334	89	0.006	0.0003	-23.35
20	1.1	157	556	169	0.1	-0.3	-7	-383	53	0.0063	0.0003	-23.35
20.1	0.8	150	173	222	-1	-0.3	-12	-135	-97	0.0066	0.0001	-23.35
19.1	0.5	138	38	125	-1.3	0.1	-26	22	-40	0.0067	0	-23.35
17.8	0.6	112	60	85	-2.6	-0.2	-33	-60	-85	0.0067	0	-23.35
15.2	0.4	79	0	0	-2.2	-0.1	-44	0	0	0.0067	-0.0002	-23.35
13	0.3	35	0	0	-2.4	-0.3	-35	0	0	0.0065	0	-23.35
10.6	0	0	0	0	-0.8	0	0	0	0	0.0065	0	-23.35
9.8	0	0	0	0	-0.7	0	0	0	0	0.0065	0	-23.35
9.1	0	0	0	0	0.3	0	0	0	0	0.0065	0	-23.35
9.4	0	0	0	0	-0.6	0.1	42	0	0	0.0065	-0.0002	-23.35
8.8	0.1	42	0	0	-0.3	0.4	39	0	0	0.0063	-0.0004	-23.35
8.5	0.5	81	0	0	-1.1	0.1	31	0	0	0.0059	-0.0005	-23.35
7.4	0.6	112	0	0	-0.5	0.1	9	0	0	0.0054	-0.0005	-23.35
6.9	0.7	121	0	0	-0.8	-0.1	0	0	0	0.0049	-0.0001	-23.35
6.1	0.6	121	0	0	0.3	-0.6	-121	0	0	0.0048	0.0003	-23.35
6.4	0	0	0	0	-1.2	0	0	0	0	0.0051	0	-23.35
5.2	0	0	0	0	0.6	0	0	0	0	0.0051	0.0001	-23.35
5.8	0	0	0	0	1.6	0	0	0	0	0.0052	0.0004	-23.35
7.4	0	0	0	0	3.7	0.1	84	210	45	0.0056	0.0003	-23.35
11.1	0.1	84	210	45	3.6	0.4	73	629	-4	0.0059	0.0004	-23.35
14.7	0.5	157	839	41	3.7	0.6	113	290	-23	0.0063	0.0002	-23.35
18.4	1.1	270	1129	18	1.6	0.7	41	-21	9	0.0065	0	-23.35
20	1.8	311	1108	27	0.9	0.7	46	-128	31	0.0065	-0.0002	-23.35
20.9	2.5	357	980	58	-0.7	0.3	-20	-481	127	0.0063	-0.0001	-23.35
20.2	2.8	337	499	185	-0.3	-0.1	13	-80	-3	0.0062	-0.0001	-23.35
19.9	2.7	350	419	182	-1.3	-0.4	-27	-387	-63	0.0061	0.0003	-23.35
18.6	2.3	323	32	119	-1	-0.6	14	-24	-70	0.0064	0.0002	-23.35
17.6	1.7	337	8	49	-2.3	-0.6	-24	-8	-49	0.0066	0.0003	-23.35
15.3	1.1	313	0	0	-1.8	-0.4	26	0	0	0.0069	-0.0002	-23.35
13.5	0.7	339	0	0	-2.3	-0.1	-2	0	0	0.0067	-0.0001	-23.35
11.2	0.6	337	0	0	-0.9	0	-320	0	0	0.0066	-0.0004	-23.35
10.3	0.6	17	0	0	-0.8	0	332	0	0	0.0062	-0.0002	-23.35
9.5	0.6	349	0	0	0.3	0	-34	0	0	0.006	0	-23.35
9.8	0.6	315	0	0	-0.3	-0.2	-121	0	0	0.006	0.0002	-23.35
9.5	0.4	194	0	0	0.2	-0.2	-91	0	0	0.0062	0.0002	-23.35
9.7	0.2	103	0	0	-0.7	-0.2	-103	0	0	0.0064	0	-23.35
9	0	0	0	0	-0.3	0	0	0	0	0.0064	-0.0004	-23.35
8.7	0	0	0	0	-1.5	0	0	0	0	0.006	-0.0004	-23.35
7.2	0	0	0	0	-0.4	0.6	270	0	0	0.0056	-0.0006	-23.35
6.8	0.6	270	0	0	-0.4	0.3	-16	0	0	0.005	-0.0002	-23.35
6.4	0.9	254	0	0	0.9	0.3	8	0	0	0.0048	0.0001	-23.35
7.3	1.2	262	0	0	1.5	0.5	30	0	0	0.0049	0.0001	-23.35
8.8	1.7	292	0	0	2.9	0.2	23	156	45	0.005	0.0002	-23.35
11.7	1.9	315	156	45	2.6	0.3	9	417	30	0.0052	0.0003	-23.35
14.3	2.2	324	573	75	2.7	0	-9	344	-24	0.0055	0.0002	-23.35
17	2.2	315	917	51	1.3	0.1	-8	66	0	0.0057	-0.0001	-23.35
18.3	2.3	307	983	51	1	0	4	-294	84	0.0056	0	-23.35
19.3	2.3	311	689	135	-0.1	-0.1	26	-18	3	0.0056	-0.0002	-23.35
19.2	2.2	337	671	138	0	-0.3	-332	-132	15	0.0054	0.0001	-23.35
19.2	1.9	5	539	153	-0.9	-0.3	11	-255	8	0.0055	0.0001	-23.35
18.3	1.6	16	284	161	-1.1	-0.5	321	-218	-73	0.0056	0.0004	-23.35
17.2	1.1	337	66	88	-2.3	-0.4	-88	-66	-88	0.006	0.0002	-23.35
14.9	0.7	249	0	0	-2.2	-0.4	-128	0	0	0.0062	0.0001	-23.35
12.7	0.3	121	0	0	-2.5	-0.3	-121	0	0	0.0063	0	-23.35
10.2	0	0	0	0	-1.2	0	0	0	0	0.0063	0.0001	-23.35
9	0	0	0	0	-0.9	0	0	0	0	0.0064	-0.0002	-23.35
8.1	0	0	0	0	0.3	0	0	0	0	0.0062	0	-23.35
8.4	0	0	0	0	-0.1	0.3	122	0	0	0.0062	-0.0001	-23.35
8.3	0.3	122	0	0	-1	1.1	167	0	0	0.0061	-0.0008	-23.35
